customer_id,customer_name,email,city,state,signup_date,customer_segment_x,recency_days,frequency,monetary,rfm_total,customer_segment_y
C00806,Aadhya Patel,aadhya.patel806@example.com,Hyderabad,Telangana,2024-05-08,Regular,,,,,
C00807,Ananya Shah,ananya.shah807@example.com,Bengaluru,Karnataka,2024-02-27,New,,,,,
C00808,Amit Kapoor,amit.kapoor808@example.com,Indore,Madhya Pradesh,2022-01-31,Regular,112.0,4.0,25181.98,9.0,At Risk (was loyal)
C00809,Sunil Das,sunil.das809@example.com,Jaipur,Rajasthan,2023-05-18,New,426.0,5.0,42005.63,12.0,Champions
C00810,Diya Agarwal,diya.agarwal810@example.com,Pune,Maharashtra,2024-08-21,New,57.0,1.0,125.84,4.0,Lost / Churned
C00811,Aadhya Nair,aadhya.nair811@example.com,Indore,Madhya Pradesh,2023-11-28,Regular,344.0,1.0,2942.83,6.0,New / Promising
C00812,Aditya Shah,aditya.shah812@example.com,Indore,Madhya Pradesh,2022-10-30,New,69.0,5.0,47650.43,10.0,At Risk (was loyal)
C00813,Neha Gupta,neha.gupta813@example.com,Pune,Maharashtra,2022-03-26,Regular,604.0,2.0,12860.66,8.0,New / Promising
C00814,Arjun Joshi,arjun.joshi814@example.com,Jaipur,Rajasthan,2023-12-30,Regular,,,,,
C00815,Pooja Joshi,pooja.joshi815@example.com,Ahmedabad,Gujarat,2022-11-21,Loyal,362.0,4.0,18745.41,10.0,Champions
C00816,Vihaan Gupta,vihaan.gupta816@example.com,Surat,Gujarat,2022-01-06,New,354.0,5.0,36269.38,11.0,Champions
C00817,Myra Malhotra,myra.malhotra817@example.com,Lucknow,Uttar Pradesh,2024-02-19,New,242.0,1.0,2186.81,5.0,New / Promising
C00818,Vihaan Iyer,vihaan.iyer818@example.com,Jaipur,Rajasthan,2022-03-31,New,17.0,4.0,50171.86,9.0,At Risk (was loyal)
C00819,Aadhya Das,aadhya.das819@example.com,Chennai,Tamil Nadu,2023-07-25,Regular,,,,,
C00820,Pari Chopra,pari.chopra820@example.com,Coimbatore,Tamil Nadu,2022-04-16,Loyal,146.0,4.0,116211.26,10.0,At Risk (was loyal)
C00821,Aditya Malhotra,aditya.malhotra821@example.com,Mumbai,Maharashtra,2023-07-22,New,30.0,2.0,14842.35,5.0,Lost / Churned
C00822,Sara Shah,sara.shah822@example.com,Bengaluru,Karnataka,2024-03-14,VIP,,,,,
C00823,Kavya Joshi,kavya.joshi823@example.com,Aligarh,Uttar Pradesh,2022-01-13,New,50.0,8.0,80046.92,10.0,At Risk (was loyal)
C00824,Aadhya Joshi,aadhya.joshi824@example.com,Lucknow,Uttar Pradesh,2024-03-08,Regular,108.0,2.0,7207.22,6.0,Lost / Churned
C00825,Pooja Agarwal,pooja.agarwal825@example.com,Bengaluru,Karnataka,2024-07-15,Loyal,146.0,1.0,557.83,4.0,Lost / Churned
C00826,Ira Pillai,ira.pillai826@example.com,Pune,Maharashtra,2022-06-23,Loyal,522.0,3.0,19592.7,10.0,Champions
C00827,Reyansh Iyer,reyansh.iyer827@example.com,Indore,Madhya Pradesh,2022-10-03,Loyal,416.0,3.0,44840.73,11.0,Champions
C00828,Krishna Bose,krishna.bose828@example.com,Lucknow,Uttar Pradesh,2022-05-30,Loyal,49.0,6.0,34104.53,8.0,At Risk (was loyal)
C00829,Reyansh Chopra,reyansh.chopra829@example.com,Bengaluru,Karnataka,2022-10-10,New,164.0,4.0,36737.74,9.0,At Risk (was loyal)
C00830,Kabir Bose,kabir.bose830@example.com,Nagpur,Maharashtra,2024-03-12,Loyal,,,,,
C00831,Diya Rao,diya.rao831@example.com,Bengaluru,Karnataka,2024-08-24,New,36.0,1.0,541.45,3.0,Lost / Churned
C00832,Pooja Bose,pooja.bose832@example.com,Pune,Maharashtra,2023-09-01,Loyal,,,,,
C00833,Myra Reddy,myra.reddy833@example.com,Kolkata,West Bengal,2022-05-19,Regular,131.0,3.0,15868.97,7.0,At Risk (was loyal)
C00834,Aarav Joshi,aarav.joshi834@example.com,Lucknow,Uttar Pradesh,2022-12-07,Loyal,561.0,3.0,52752.61,11.0,Champions
C00835,Sunil Kapoor,sunil.kapoor835@example.com,Indore,Madhya Pradesh,2023-03-27,Regular,74.0,2.0,6582.29,5.0,Lost / Churned
C00836,Aadhya Shah,aadhya.shah836@example.com,Aligarh,Uttar Pradesh,2022-05-20,Regular,555.0,1.0,20958.29,8.0,New / Promising
C00837,Ananya Shah,ananya.shah837@example.com,Lucknow,Uttar Pradesh,2024-08-28,Regular,,,,,
C00838,Anika Kapoor,anika.kapoor838@example.com,Kolkata,West Bengal,2022-07-01,Loyal,113.0,5.0,66510.0,10.0,At Risk (was loyal)
C00839,Ananya Mehta,ananya.mehta839@example.com,Indore,Madhya Pradesh,2024-01-23,New,197.0,1.0,18451.92,7.0,New / Promising
C00840,Ira Patel,ira.patel840@example.com,Kochi,Kerala,2022-11-30,New,19.0,5.0,51649.46,9.0,At Risk (was loyal)
C00841,Krishna Joshi,krishna.joshi841@example.com,Indore,Madhya Pradesh,2023-01-09,New,139.0,2.0,10764.11,6.0,Lost / Churned
C00842,Meera Kulkarni,meera.kulkarni842@example.com,Hyderabad,Telangana,2022-07-24,New,180.0,5.0,15049.27,8.0,At Risk (was loyal)
C00843,Reyansh Agarwal,reyansh.agarwal843@example.com,Coimbatore,Tamil Nadu,2022-01-28,Loyal,7.0,3.0,22044.11,7.0,At Risk (was loyal)
C00844,Neha Singh,neha.singh844@example.com,Patna,Bihar,2023-03-25,New,46.0,1.0,3333.53,3.0,Lost / Churned
C00845,Priya Gupta,priya.gupta845@example.com,Lucknow,Uttar Pradesh,2024-04-18,VIP,,,,,
C00846,Karan Bose,karan.bose846@example.com,Nagpur,Maharashtra,2022-05-23,New,326.0,4.0,52903.57,11.0,Champions
C00847,Sai Rao,sai.rao847@example.com,Lucknow,Uttar Pradesh,2023-11-06,New,109.0,2.0,11537.68,6.0,Lost / Churned
C00848,Neha Chopra,neha.chopra848@example.com,Ahmedabad,Gujarat,2024-03-19,Loyal,47.0,2.0,1781.74,4.0,Lost / Churned
C00849,Aditya Das,aditya.das849@example.com,Indore,Madhya Pradesh,2023-09-05,Regular,403.0,1.0,1309.52,6.0,New / Promising
C00850,Ira Joshi,ira.joshi850@example.com,Kochi,Kerala,2023-07-02,Regular,86.0,2.0,6928.5,6.0,Lost / Churned
C00851,Meera Chopra,meera.chopra851@example.com,Chandigarh,Chandigarh,2023-07-11,Regular,111.0,3.0,12985.56,7.0,At Risk (was loyal)
C00852,Sunil Malhotra,sunil.malhotra852@example.com,Delhi,Delhi,2023-12-20,Loyal,262.0,1.0,132.46,5.0,New / Promising
C00853,Sara Gupta,sara.gupta853@example.com,Coimbatore,Tamil Nadu,2022-04-22,New,347.0,3.0,55516.73,11.0,Champions
C00854,Karan Malhotra,karan.malhotra854@example.com,Pune,Maharashtra,2022-06-20,VIP,362.0,3.0,26503.69,10.0,Champions
C00855,Ira Joshi,ira.joshi855@example.com,Delhi,Delhi,2024-09-17,VIP,21.0,3.0,9801.41,6.0,At Risk (was loyal)
C00856,Sunil Chopra,sunil.chopra856@example.com,Aligarh,Uttar Pradesh,2022-04-19,Regular,404.0,2.0,38724.31,9.0,New / Promising
C00857,Vihaan Rao,vihaan.rao857@example.com,Mumbai,Maharashtra,2022-08-16,New,345.0,5.0,160336.28,12.0,Champions
C00858,Pooja Pillai,pooja.pillai858@example.com,Chandigarh,Chandigarh,2023-07-26,Regular,462.0,1.0,27653.48,8.0,New / Promising
C00859,Myra Malhotra,myra.malhotra859@example.com,Pune,Maharashtra,2023-02-05,New,478.0,3.0,11411.54,9.0,Regular
C00860,Amit Kulkarni,amit.kulkarni860@example.com,Patna,Bihar,2023-12-09,New,58.0,3.0,11714.05,7.0,At Risk (was loyal)
C00861,Arjun Malhotra,arjun.malhotra861@example.com,Chandigarh,Chandigarh,2022-01-26,New,,,,,
C00862,Vihaan Mehta,vihaan.mehta862@example.com,Kochi,Kerala,2023-03-02,Regular,,,,,
C00863,Vihaan Iyer,vihaan.iyer863@example.com,Bengaluru,Karnataka,2022-12-23,Loyal,289.0,8.0,87473.06,11.0,Champions
C00864,Ananya Das,ananya.das864@example.com,Lucknow,Uttar Pradesh,2024-03-14,Loyal,30.0,1.0,1636.07,3.0,Lost / Churned
C00865,Pari Bose,pari.bose865@example.com,Kolkata,West Bengal,2022-12-23,Loyal,492.0,3.0,26729.07,10.0,Champions
C00866,Vihaan Das,vihaan.das866@example.com,Kochi,Kerala,2024-01-10,Regular,100.0,2.0,5398.46,5.0,Lost / Churned
C00867,Ananya Gupta,ananya.gupta867@example.com,Patna,Bihar,2022-11-04,New,541.0,2.0,43435.62,10.0,New / Promising
C00868,Sunil Reddy,sunil.reddy868@example.com,Delhi,Delhi,2022-01-24,Regular,419.0,2.0,10051.79,8.0,New / Promising
C00869,Rohan Reddy,rohan.reddy869@example.com,Aligarh,Uttar Pradesh,2023-11-25,VIP,194.0,2.0,57754.11,10.0,Champions
C00870,Meera Patel,meera.patel870@example.com,Chennai,Tamil Nadu,2023-06-13,New,191.0,2.0,16117.42,7.0,New / Promising
C00871,Riya Nair,riya.nair871@example.com,Chennai,Tamil Nadu,2022-12-05,Loyal,51.0,6.0,24293.28,9.0,At Risk (was loyal)
C00872,Aadhya Das,aadhya.das872@example.com,Coimbatore,Tamil Nadu,2022-08-26,Regular,182.0,4.0,40035.15,10.0,At Risk (was loyal)
C00873,Rohan Nair,rohan.nair873@example.com,Indore,Madhya Pradesh,2022-07-10,Regular,16.0,3.0,37972.55,7.0,At Risk (was loyal)
C00874,Saanvi Sharma,saanvi.sharma874@example.com,Nagpur,Maharashtra,2024-01-26,Loyal,316.0,1.0,11918.13,6.0,New / Promising
C00875,Myra Kulkarni,myra.kulkarni875@example.com,Kolkata,West Bengal,2023-03-16,Regular,223.0,3.0,64684.35,10.0,Champions
C00876,Aarav Singh,aarav.singh876@example.com,Indore,Madhya Pradesh,2022-07-30,Loyal,202.0,4.0,21924.52,10.0,Champions
C00877,Amit Gupta,amit.gupta877@example.com,Jaipur,Rajasthan,2023-08-15,VIP,399.0,1.0,11509.92,7.0,New / Promising
C00878,Sunil Agarwal,sunil.agarwal878@example.com,Hyderabad,Telangana,2022-07-11,Regular,373.0,3.0,4497.92,8.0,Regular
C00879,Ananya Singh,ananya.singh879@example.com,Surat,Gujarat,2023-04-14,New,5.0,2.0,12753.78,5.0,Lost / Churned
C00880,Krishna Bose,krishna.bose880@example.com,Hyderabad,Telangana,2023-06-25,Regular,133.0,3.0,56882.2,9.0,At Risk (was loyal)
C00881,Sara Joshi,sara.joshi881@example.com,Aligarh,Uttar Pradesh,2023-09-18,VIP,6.0,2.0,12908.88,5.0,Lost / Churned
C00882,Ira Reddy,ira.reddy882@example.com,Indore,Madhya Pradesh,2022-12-23,New,526.0,2.0,25947.65,9.0,New / Promising
C00883,Kavya Das,kavya.das883@example.com,Surat,Gujarat,2023-09-25,Regular,282.0,2.0,20510.7,8.0,New / Promising
C00884,Priya Mehta,priya.mehta884@example.com,Chennai,Tamil Nadu,2024-07-29,Regular,56.0,2.0,6869.28,5.0,Lost / Churned
C00885,Karan Iyer,karan.iyer885@example.com,Bengaluru,Karnataka,2022-11-17,Loyal,259.0,4.0,23743.5,10.0,Champions
C00886,Sai Mehta,sai.mehta886@example.com,Hyderabad,Telangana,2022-04-30,New,57.0,4.0,32215.27,9.0,At Risk (was loyal)
C00887,Diya Iyer,diya.iyer887@example.com,Chennai,Tamil Nadu,2023-06-08,Loyal,,,,,
C00888,Aadhya Shah,aadhya.shah888@example.com,Indore,Madhya Pradesh,2022-05-22,VIP,211.0,1.0,597.92,5.0,New / Promising
C00889,Aadhya Nair,aadhya.nair889@example.com,Indore,Madhya Pradesh,2023-05-14,New,25.0,4.0,86941.27,9.0,At Risk (was loyal)
C00890,Neha Nair,neha.nair890@example.com,Coimbatore,Tamil Nadu,2023-07-23,New,10.0,1.0,4668.58,3.0,Lost / Churned
C00891,Anika Mehta,anika.mehta891@example.com,Chennai,Tamil Nadu,2022-05-24,VIP,596.0,1.0,3941.3,6.0,New / Promising
C00892,Ananya Das,ananya.das892@example.com,Chennai,Tamil Nadu,2023-09-27,New,186.0,2.0,39713.22,8.0,Lost / Churned
C00893,Kavya Malhotra,kavya.malhotra893@example.com,Delhi,Delhi,2024-09-01,Loyal,50.0,1.0,1330.18,3.0,Lost / Churned
C00894,Anika Iyer,anika.iyer894@example.com,Mumbai,Maharashtra,2022-07-19,Regular,42.0,6.0,66699.85,9.0,At Risk (was loyal)
C00895,Riya Pillai,riya.pillai895@example.com,Indore,Madhya Pradesh,2023-10-31,New,,,,,
C00896,Aadhya Bose,aadhya.bose896@example.com,Kochi,Kerala,2023-03-02,Loyal,392.0,2.0,28477.36,9.0,New / Promising
C00897,Anika Nair,anika.nair897@example.com,Patna,Bihar,2022-03-26,Regular,20.0,5.0,121320.57,9.0,At Risk (was loyal)
C00898,Sunil Patel,sunil.patel898@example.com,Mumbai,Maharashtra,2022-10-27,Regular,233.0,2.0,14122.66,7.0,New / Promising
C00899,Krishna Patel,krishna.patel899@example.com,Delhi,Delhi,2023-07-05,Regular,7.0,5.0,35342.75,8.0,At Risk (was loyal)
C00900,Reyansh Das,reyansh.das900@example.com,Lucknow,Uttar Pradesh,2023-08-03,Regular,512.0,1.0,988.53,6.0,New / Promising
C00901,Riya Pillai,riya.pillai901@example.com,Kochi,Kerala,2022-04-26,New,213.0,3.0,32778.63,9.0,Champions
C00902,Krishna Agarwal,krishna.agarwal902@example.com,Hyderabad,Telangana,2024-04-23,Regular,,,,,
C00903,Riya Verma,riya.verma903@example.com,Surat,Gujarat,2024-02-18,VIP,270.0,1.0,5055.01,5.0,New / Promising
C00904,Riya Singh,riya.singh904@example.com,Patna,Bihar,2023-03-12,New,289.0,4.0,56842.35,11.0,Champions
C00905,Pooja Patel,pooja.patel905@example.com,Hyderabad,Telangana,2022-11-01,Regular,161.0,2.0,4758.42,5.0,Lost / Churned
C00906,Myra Rao,myra.rao906@example.com,Delhi,Delhi,2022-12-23,New,65.0,5.0,20746.81,9.0,At Risk (was loyal)
C00907,Myra Reddy,myra.reddy907@example.com,Bengaluru,Karnataka,2024-03-05,Loyal,,,,,
C00908,Ishaan Kulkarni,ishaan.kulkarni908@example.com,Pune,Maharashtra,2023-12-07,New,36.0,1.0,24366.61,5.0,Lost / Churned
C00909,Kavya Shah,kavya.shah909@example.com,Surat,Gujarat,2023-10-10,VIP,147.0,3.0,5606.9,6.0,At Risk (was loyal)
C00910,Reyansh Shah,reyansh.shah910@example.com,Nagpur,Maharashtra,2022-05-23,Regular,42.0,5.0,70833.7,9.0,At Risk (was loyal)
C00911,Priya Singh,priya.singh911@example.com,Kolkata,West Bengal,2024-04-04,New,,,,,
C00912,Ira Malhotra,ira.malhotra912@example.com,Delhi,Delhi,2023-06-30,New,10.0,5.0,47037.65,9.0,At Risk (was loyal)
C00913,Sara Agarwal,sara.agarwal913@example.com,Jaipur,Rajasthan,2022-06-22,New,18.0,4.0,47307.19,9.0,At Risk (was loyal)
C00914,Neha Mehta,neha.mehta914@example.com,Aligarh,Uttar Pradesh,2022-10-24,Regular,361.0,6.0,103921.17,12.0,Champions
C00915,Kavya Pillai,kavya.pillai915@example.com,Jaipur,Rajasthan,2024-07-10,New,,,,,
C00916,Arjun Chopra,arjun.chopra916@example.com,Hyderabad,Telangana,2024-07-29,Loyal,,,,,
C00917,Krishna Iyer,krishna.iyer917@example.com,Delhi,Delhi,2023-12-20,Regular,203.0,1.0,5863.81,5.0,New / Promising
C00918,Sai Iyer,sai.iyer918@example.com,Ahmedabad,Gujarat,2023-12-30,New,,,,,
C00919,Priya Patel,priya.patel919@example.com,Aligarh,Uttar Pradesh,2024-02-19,Regular,,,,,
C00920,Anika Iyer,anika.iyer920@example.com,Indore,Madhya Pradesh,2023-08-15,Loyal,357.0,2.0,6504.81,7.0,New / Promising
C00921,Rohan Chopra,rohan.chopra921@example.com,Jaipur,Rajasthan,2023-01-20,New,5.0,4.0,25399.13,8.0,At Risk (was loyal)
C00922,Aditya Gupta,aditya.gupta922@example.com,Patna,Bihar,2023-02-17,New,227.0,3.0,34023.71,9.0,Champions
C00923,Pooja Rao,pooja.rao923@example.com,Chandigarh,Chandigarh,2023-12-13,New,102.0,1.0,12722.54,5.0,Lost / Churned
C00924,Myra Bose,myra.bose924@example.com,Surat,Gujarat,2022-12-02,Loyal,321.0,1.0,7287.65,6.0,New / Promising
C00925,Kavya Gupta,kavya.gupta925@example.com,Mumbai,Maharashtra,2024-01-19,Regular,88.0,2.0,12789.69,6.0,Lost / Churned
C00926,Rohan Malhotra,rohan.malhotra926@example.com,Patna,Bihar,2024-05-20,Regular,40.0,2.0,2508.48,4.0,Lost / Churned
C00927,Sunil Agarwal,sunil.agarwal927@example.com,Bengaluru,Karnataka,2023-02-12,Loyal,48.0,6.0,53277.07,9.0,At Risk (was loyal)
C00928,Aadhya Singh,aadhya.singh928@example.com,Kolkata,West Bengal,2023-05-22,Loyal,102.0,5.0,22512.38,9.0,At Risk (was loyal)
C00929,Ananya Mehta,ananya.mehta929@example.com,Jaipur,Rajasthan,2022-12-12,Regular,40.0,5.0,33026.66,8.0,At Risk (was loyal)
C00930,Ira Iyer,ira.iyer930@example.com,Coimbatore,Tamil Nadu,2023-08-03,Loyal,49.0,3.0,33527.78,7.0,At Risk (was loyal)
C00931,Sunil Kapoor,sunil.kapoor931@example.com,Kochi,Kerala,2024-07-04,New,,,,,
C00932,Vivaan Reddy,vivaan.reddy932@example.com,Delhi,Delhi,2023-10-04,New,47.0,4.0,73524.38,9.0,At Risk (was loyal)
C00933,Aarav Reddy,aarav.reddy933@example.com,Patna,Bihar,2024-08-09,New,,,,,
C00934,Myra Das,myra.das934@example.com,Chennai,Tamil Nadu,2022-01-01,New,302.0,3.0,67121.6,10.0,Champions
C00935,Ishaan Iyer,ishaan.iyer935@example.com,Nagpur,Maharashtra,2024-06-22,Regular,,,,,
C00936,Reyansh Rao,reyansh.rao936@example.com,Lucknow,Uttar Pradesh,2022-04-06,VIP,567.0,2.0,80224.39,11.0,Champions
C00937,Krishna Gupta,krishna.gupta937@example.com,Surat,Gujarat,2023-01-16,New,568.0,2.0,7905.74,8.0,New / Promising
C00938,Vivaan Joshi,vivaan.joshi938@example.com,Chennai,Tamil Nadu,2023-10-03,New,413.0,2.0,4463.02,7.0,New / Promising
C00939,Pooja Patel,pooja.patel939@example.com,Lucknow,Uttar Pradesh,2023-03-16,Regular,606.0,2.0,3127.07,7.0,New / Promising
C00940,Neha Reddy,neha.reddy940@example.com,Bengaluru,Karnataka,2022-01-02,VIP,172.0,8.0,72521.25,10.0,At Risk (was loyal)
C00941,Anika Gupta,anika.gupta941@example.com,Kolkata,West Bengal,2022-05-16,New,543.0,1.0,4472.11,6.0,New / Promising
C00942,Pari Das,pari.das942@example.com,Pune,Maharashtra,2022-01-10,Regular,431.0,2.0,32155.2,9.0,New / Promising
C00943,Neha Kapoor,neha.kapoor943@example.com,Mumbai,Maharashtra,2024-04-16,New,,,,,
C00944,Kavya Chopra,kavya.chopra944@example.com,Hyderabad,Telangana,2023-12-12,New,4.0,5.0,12658.52,7.0,At Risk (was loyal)
C00945,Anika Gupta,anika.gupta945@example.com,Ahmedabad,Gujarat,2022-08-23,VIP,71.0,5.0,82844.9,10.0,At Risk (was loyal)
C00946,Aditya Reddy,aditya.reddy946@example.com,Indore,Madhya Pradesh,2022-04-16,VIP,,,,,
C00947,Diya Mehta,diya.mehta947@example.com,Aligarh,Uttar Pradesh,2022-05-21,New,609.0,2.0,8794.45,8.0,New / Promising
C00948,Amit Iyer,amit.iyer948@example.com,Indore,Madhya Pradesh,2023-10-19,VIP,279.0,4.0,6907.61,8.0,Regular
C00949,Aditya Pillai,aditya.pillai949@example.com,Ahmedabad,Gujarat,2023-07-31,Regular,408.0,1.0,15722.23,7.0,New / Promising
C00950,Sara Nair,sara.nair950@example.com,Mumbai,Maharashtra,2023-03-27,Loyal,422.0,1.0,137.61,6.0,New / Promising
C00951,Pooja Singh,pooja.singh951@example.com,Surat,Gujarat,2023-10-06,Regular,354.0,2.0,12682.14,8.0,New / Promising
C00952,Meera Chopra,meera.chopra952@example.com,Ahmedabad,Gujarat,2023-09-23,Regular,25.0,2.0,1040.1,4.0,Lost / Churned
C00953,Kavya Singh,kavya.singh953@example.com,Patna,Bihar,2022-03-30,Regular,22.0,4.0,12786.44,6.0,At Risk (was loyal)
C00954,Arjun Reddy,arjun.reddy954@example.com,Hyderabad,Telangana,2023-08-27,Regular,,,,,
C00955,Diya Chopra,diya.chopra955@example.com,Indore,Madhya Pradesh,2022-11-19,New,463.0,3.0,18447.16,10.0,Champions
C00956,Sai Rao,sai.rao956@example.com,Ahmedabad,Gujarat,2023-10-23,New,267.0,1.0,1634.99,5.0,New / Promising
C00957,Sai Agarwal,sai.agarwal957@example.com,Bengaluru,Karnataka,2023-09-08,New,25.0,2.0,17980.66,6.0,Lost / Churned
C00958,Amit Sharma,amit.sharma958@example.com,Lucknow,Uttar Pradesh,2024-05-18,Loyal,,,,,
C00959,Ishaan Pillai,ishaan.pillai959@example.com,Lucknow,Uttar Pradesh,2023-09-14,New,,,,,
C00960,Ishaan Joshi,ishaan.joshi960@example.com,Chandigarh,Chandigarh,2022-10-30,Regular,249.0,2.0,6624.38,6.0,New / Promising
C00961,Sunil Patel,sunil.patel961@example.com,Delhi,Delhi,2023-05-22,VIP,,,,,
C00962,Vihaan Patel,vihaan.patel962@example.com,Indore,Madhya Pradesh,2023-05-27,New,33.0,2.0,11867.89,5.0,Lost / Churned
C00963,Pari Sharma,pari.sharma963@example.com,Bengaluru,Karnataka,2023-01-05,Regular,252.0,5.0,52554.33,11.0,Champions
C00964,Arjun Joshi,arjun.joshi964@example.com,Aligarh,Uttar Pradesh,2024-05-31,Regular,114.0,2.0,23860.38,7.0,Lost / Churned
C00965,Diya Agarwal,diya.agarwal965@example.com,Nagpur,Maharashtra,2023-12-01,Loyal,356.0,1.0,4724.01,6.0,New / Promising
C00966,Amit Bose,amit.bose966@example.com,Chennai,Tamil Nadu,2024-09-04,New,,,,,
C00967,Aarav Kulkarni,aarav.kulkarni967@example.com,Bengaluru,Karnataka,2022-03-11,Regular,48.0,7.0,50731.97,9.0,At Risk (was loyal)
C00968,Krishna Singh,krishna.singh968@example.com,Mumbai,Maharashtra,2022-02-10,Loyal,206.0,3.0,24172.47,9.0,Champions
C00969,Sunil Joshi,sunil.joshi969@example.com,Delhi,Delhi,2023-06-03,VIP,201.0,1.0,6880.34,5.0,New / Promising
C00970,Rohan Pillai,rohan.pillai970@example.com,Lucknow,Uttar Pradesh,2024-02-25,Regular,,,,,
C00971,Aadhya Joshi,aadhya.joshi971@example.com,Nagpur,Maharashtra,2022-03-26,Regular,127.0,7.0,66159.49,10.0,At Risk (was loyal)
C00972,Riya Shah,riya.shah972@example.com,Coimbatore,Tamil Nadu,2022-06-06,Regular,8.0,7.0,21642.49,8.0,At Risk (was loyal)
C00973,Aditya Mehta,aditya.mehta973@example.com,Jaipur,Rajasthan,2022-03-22,Loyal,55.0,2.0,18563.93,7.0,Lost / Churned
C00974,Meera Singh,meera.singh974@example.com,Chandigarh,Chandigarh,2024-09-24,Regular,,,,,
C00975,Riya Kapoor,riya.kapoor975@example.com,Ahmedabad,Gujarat,2023-02-05,New,229.0,4.0,14845.47,8.0,Regular
C00976,Kabir Chopra,kabir.chopra976@example.com,Bengaluru,Karnataka,2024-01-18,VIP,254.0,2.0,8810.01,7.0,New / Promising
C00977,Vivaan Patel,vivaan.patel977@example.com,Pune,Maharashtra,2022-03-30,Regular,316.0,5.0,37885.35,10.0,Champions
C00978,Vihaan Das,vihaan.das978@example.com,Nagpur,Maharashtra,2023-09-19,Regular,,,,,
C00979,Kabir Nair,kabir.nair979@example.com,Delhi,Delhi,2022-05-03,New,78.0,2.0,14778.41,6.0,Lost / Churned
C00980,Neha Iyer,neha.iyer980@example.com,Mumbai,Maharashtra,2023-12-20,Regular,,,,,
C00981,Reyansh Bose,reyansh.bose981@example.com,Mumbai,Maharashtra,2024-09-02,Regular,,,,,
C00982,Pari Pillai,pari.pillai982@example.com,Surat,Gujarat,2024-03-12,Regular,,,,,
C00983,Reyansh Malhotra,reyansh.malhotra983@example.com,Jaipur,Rajasthan,2022-05-10,New,283.0,2.0,6231.6,6.0,New / Promising
C00984,Pooja Reddy,pooja.reddy984@example.com,Jaipur,Rajasthan,2024-02-29,Regular,,,,,
C00985,Ananya Chopra,ananya.chopra985@example.com,Mumbai,Maharashtra,2022-10-06,VIP,370.0,1.0,4907.95,6.0,New / Promising
C00986,Aditya Rao,aditya.rao986@example.com,Chandigarh,Chandigarh,2023-12-31,New,,,,,
C00987,Anika Das,anika.das987@example.com,Bengaluru,Karnataka,2023-06-08,VIP,566.0,1.0,47094.66,10.0,New / Promising
C00988,Vivaan Bose,vivaan.bose988@example.com,Surat,Gujarat,2024-05-29,Regular,13.0,1.0,850.88,3.0,Lost / Churned
C00989,Diya Nair,diya.nair989@example.com,Chennai,Tamil Nadu,2022-09-19,Loyal,432.0,2.0,5177.79,7.0,New / Promising
C00990,Nikhil Kulkarni,nikhil.kulkarni990@example.com,Hyderabad,Telangana,2023-11-22,Loyal,,,,,
C00991,Sai Pillai,sai.pillai991@example.com,Hyderabad,Telangana,2022-01-03,Regular,106.0,2.0,21768.41,7.0,Lost / Churned
C00992,Kavya Sharma,kavya.sharma992@example.com,Delhi,Delhi,2022-09-08,Loyal,49.0,4.0,8994.16,6.0,At Risk (was loyal)
C00993,Anika Malhotra,anika.malhotra993@example.com,Delhi,Delhi,2023-01-28,Loyal,361.0,2.0,9123.17,8.0,New / Promising
C00994,Reyansh Verma,reyansh.verma994@example.com,Ahmedabad,Gujarat,2023-07-21,Regular,46.0,3.0,38089.02,7.0,At Risk (was loyal)
C00995,Sai Kapoor,sai.kapoor995@example.com,Nagpur,Maharashtra,2022-09-12,New,252.0,3.0,27878.08,9.0,Champions
C00996,Meera Kapoor,meera.kapoor996@example.com,Nagpur,Maharashtra,2022-10-05,Regular,315.0,2.0,18807.5,8.0,New / Promising
C00997,Ira Malhotra,ira.malhotra997@example.com,Bengaluru,Karnataka,2022-05-03,Loyal,42.0,7.0,28871.96,8.0,At Risk (was loyal)
C00998,Karan Verma,karan.verma998@example.com,Chandigarh,Chandigarh,2022-07-03,Loyal,213.0,3.0,2335.93,7.0,Regular
C00999,Sunil Pillai,sunil.pillai999@example.com,Pune,Maharashtra,2022-02-17,Loyal,324.0,3.0,35600.93,9.0,Champions
C01000,Aditya Das,aditya.das1000@example.com,Indore,Madhya Pradesh,2024-06-05,Regular,,,,,
C01001,Amit Mehta,amit.mehta1001@example.com,Lucknow,Uttar Pradesh,2022-12-02,Loyal,213.0,7.0,111250.46,11.0,Champions
C01002,Riya Das,riya.das1002@example.com,Bengaluru,Karnataka,2022-01-09,New,339.0,6.0,10928.83,10.0,Regular
C01003,Ishaan Mehta,ishaan.mehta1003@example.com,Surat,Gujarat,2023-08-01,Regular,491.0,1.0,693.18,6.0,New / Promising
C01004,Pooja Shah,pooja.shah1004@example.com,Lucknow,Uttar Pradesh,2022-09-06,New,588.0,2.0,68418.68,11.0,Champions
C01005,Diya Kulkarni,diya.kulkarni1005@example.com,Patna,Bihar,2024-09-22,New,,,,,
C01006,Amit Singh,amit.singh1006@example.com,Kochi,Kerala,2024-01-21,Regular,326.0,1.0,21763.7,7.0,New / Promising
C01007,Amit Patel,amit.patel1007@example.com,Coimbatore,Tamil Nadu,2022-06-04,Regular,29.0,9.0,47487.45,9.0,At Risk (was loyal)
